,Nombre,Score,Excelente,MuyBueno,Normal,Malo,Pesimo,Num_Reviews,Tipo_Cocina,Awards,Direccion,Web_TripAdvisor,Num_Reviews_Spain,Europa,América del Norte,América del Sur,Asia,Oriente Medio y África,Otros,€,€€ - €€€,€€€€,Total,cluster,cluster_kmeans
1963,La Juana (Taberna con Arte),4.0,0.5,0.0,0.5,0.0,0.0,2,,0,"['Calle de Gerona 4', ' Madrid España']",https://www.tripadvisor.es/Restaurant_Review-g187514-d26496975-Reviews-La_Juana_Taberna_con_Arte-Madrid.html,2,0,0,0,0,0,0,False,True,False,1.0,1,1
1964,Starbucks Preciados 27,3.0,0.3,0.2,0.2,0.2,0.1,12,,0,"['27 Calle de Preciados', ' 28013 Madrid España']",https://www.tripadvisor.es/Restaurant_Review-g187514-d12550910-Reviews-Starbucks_Preciados_27-Madrid.html,10,0,0,0,0,0,0,True,False,False,0.9999999999999999,0,0
1965,Rong Ya,3.5,0.42857142857142855,0.14285714285714285,0.14285714285714285,0.0,0.2857142857142857,7,,0,"['Avenida Palomeras', ' 128', ' 28018 Madrid España']",https://www.tripadvisor.es/Restaurant_Review-g187514-d5489006-Reviews-Rong_Ya-Madrid.html,7,0,0,0,0,0,0,False,True,False,0.9999999999999999,1,1
1966,Pocket pizza,5.0,1.0,0.0,0.0,0.0,0.0,4,"'Pizza', 'Mediterránea', 'Española'",0,"['Calle general oraa 29 L20', ' 28006 Madrid España']",https://www.tripadvisor.es/Restaurant_Review-g187514-d25952548-Reviews-Pocket_pizza-Madrid.html,4,1,0,0,0,0,0,False,True,False,1.0,1,2
1967,Oribu Brasas Japocastizas,5.0,1.0,0.0,0.0,0.0,0.0,4,"'Japonesa', 'Asiática', 'Fusión japonesa'",0,"['Calle Marqués del Duero', ' 6', ' 28001 Madrid España']",https://www.tripadvisor.es/Restaurant_Review-g187514-d25231174-Reviews-Oribu_Brasas_Japocastizas-Madrid.html,4,0,0,0,0,0,1,False,False,True,1.0,2,1
1968,El Cielo,4.0,0.8571428571428571,0.0,0.0,0.0,0.14285714285714285,8,,0,"['Calle Fucar 4', ' 28014 Madrid España']",https://www.tripadvisor.es/Restaurant_Review-g187514-d11882228-Reviews-El_Cielo-Madrid.html,7,0,0,0,0,0,0,False,True,False,1.0,1,1
1969,Ay! Rosa Restaurante,4.0,0.3279569892473118,0.3870967741935484,0.16129032258064516,0.06451612903225806,0.05913978494623656,512,"'Mexicana', 'Opciones vegetarianas', 'Opciones veganas'",0,"['Calle del León', ' 16 Barrio Las Letras', ' 28014 Madrid España']",https://www.tripadvisor.es/Restaurant_Review-g187514-d3734899-Reviews-Ay_Rosa_Restaurante-Madrid.html,372,0,1,0,0,0,1,False,True,False,1.0,1,1
1970,El Vagón de La Máquina Goya,3.5,0.31666666666666665,0.26666666666666666,0.11666666666666667,0.08333333333333333,0.21666666666666667,63,'Española',0,"['Calle Goya 85-87 Planta -1', ' El Corte Inglés de Goya', ' 28001 Madrid España']",https://www.tripadvisor.es/Restaurant_Review-g187514-d3963529-Reviews-El_Vagon_de_La_Maquina_Goya-Madrid.html,60,1,0,0,0,0,0,False,True,False,1.0,1,2
1971,Mamba Mexican Cantina,4.0,0.0,1.0,0.0,0.0,0.0,1,,0,"['San Bernardo', ' 53', ' Madrid España']",https://www.tripadvisor.es/Restaurant_Review-g187514-d25231660-Reviews-Mamba_Mexican_Cantina-Madrid.html,1,0,0,0,0,0,0,False,True,False,1.0,1,1
1972,El Circo de las Tapas,3.5,0.29354838709677417,0.3225806451612903,0.17419354838709677,0.08709677419354839,0.12258064516129032,380,"'Bar', 'Mediterránea', 'Europea'",0,"['Corredera Baja de San Pablo 21', ' 28004 Madrid España']",https://www.tripadvisor.es/Restaurant_Review-g187514-d1992456-Reviews-El_Circo_de_las_Tapas-Madrid.html,310,0,0,0,0,0,0,False,True,False,1.0,1,1
1973,La Picaruela,5.0,1.0,0.0,0.0,0.0,0.0,2,,0,"['Galileo 12 low right', ' 28015 Madrid España']",https://www.tripadvisor.es/Restaurant_Review-g187514-d23898692-Reviews-La_Picaruela-Madrid.html,2,0,0,0,0,0,0,False,True,False,1.0,1,1
1974,Manzoni Trattoria,4.5,0.48214285714285715,0.375,0.08928571428571429,0.023809523809523808,0.02976190476190476,174,"'Italiana', 'Pizza', 'Mediterránea'",0,"['Calle Rosario Pino', ' 6', ' 28020 Madrid España']",https://www.tripadvisor.es/Restaurant_Review-g187514-d4554436-Reviews-Manzoni_Trattoria-Madrid.html,168,1,0,0,0,0,0,False,True,False,1.0,1,2
1975,El Brasero de Don Pedro,4.5,0.5368271954674221,0.3413597733711048,0.0764872521246459,0.024079320113314446,0.021246458923512748,844,"'Restaurante de carne', 'Mediterránea', 'Europea'",0,"['Av de Aragon', ' 358 Via de servicio NII - Coslada San Fernando', ' 28022 Madrid España']",https://www.tripadvisor.es/Restaurant_Review-g187514-d1060299-Reviews-El_Brasero_de_Don_Pedro-Madrid.html,706,0,0,0,0,0,0,False,False,True,1.0,2,1
1976,Pizza Donna,4.5,0.7142857142857143,0.11904761904761904,0.047619047619047616,0.047619047619047616,0.07142857142857142,45,"'Italiana', 'Pizza', 'Opciones vegetarianas'",0,"['Calle de Castelló', ' 1', ' 28001 Madrid España']",https://www.tripadvisor.es/Restaurant_Review-g187514-d18552456-Reviews-Pizza_Donna-Madrid.html,42,1,0,0,0,0,0,False,True,False,1.0,1,2
1977,Casa Mortero,4.5,0.7777777777777778,0.16666666666666666,0.027777777777777776,0.027777777777777776,0.0,104,"'Mediterránea', 'Europea', 'Española'",1,"['Calle Zorrilla 9', ' 28014 Madrid España']",https://www.tripadvisor.es/Restaurant_Review-g187514-d21250257-Reviews-Casa_Mortero-Madrid.html,72,1,0,0,0,0,0,False,True,False,1.0,1,2
1978,Cocina Real,5.0,1.0,0.0,0.0,0.0,0.0,4,,0,"['Calle de Cristóbal Bordiú', ' 52', ' 28003 Madrid España']",https://www.tripadvisor.es/Restaurant_Review-g187514-d23594315-Reviews-Cocina_Real-Madrid.html,4,0,0,0,0,0,0,False,True,False,1.0,1,1
1979,La Terraza De Palacio,5.0,1.0,0.0,0.0,0.0,0.0,4,,0,"['Paseo De La Virgen Del Puerto 1', ' 28005 Madrid España']",https://www.tripadvisor.es/Restaurant_Review-g187514-d24960615-Reviews-La_Terraza_De_Palacio-Madrid.html,3,0,0,0,0,0,0,False,True,False,1.0,1,1
1980,The Captain,4.5,0.7789473684210526,0.09473684210526316,0.042105263157894736,0.010526315789473684,0.07368421052631578,100,"'Americana', 'Mediterránea', 'Española'",0,"['Calle Jorge Juan', ' 17 ICON Wipton by Petit Palace', ' 28001 Madrid España']",https://www.tripadvisor.es/Restaurant_Review-g187514-d13967132-Reviews-The_Captain-Madrid.html,95,1,1,0,0,0,0,False,True,False,1.0,1,2
1981,las Canteras,4.0,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.0,0.0,12,'Española',0,"['Calle Canteras de Tilly 6', ' 28032 Madrid España']",https://www.tripadvisor.es/Restaurant_Review-g187514-d991073-Reviews-Las_Canteras-Madrid.html,12,1,0,0,0,0,0,True,False,False,1.0,0,0
1982,Papa John's Pizza,1.0,0.0,0.0,0.0,0.0,1.0,2,,0,"['Calle de Isabel Colbrand 20', ' 28050 Madrid España']",https://www.tripadvisor.es/Restaurant_Review-g187514-d16645421-Reviews-Papa_John_s_Pizza-Madrid.html,2,0,0,0,0,0,0,False,True,False,1.0,1,1
1983,Café Joyma,3.5,0.3333333333333333,0.3333333333333333,0.16666666666666666,0.0,0.16666666666666666,6,,0,"['Calle Suero de Quinones 7', ' 28002 Madrid España']",https://www.tripadvisor.es/Restaurant_Review-g187514-d10494378-Reviews-Cafe_Joyma-Madrid.html,6,0,0,0,0,0,0,False,True,False,0.9999999999999999,1,1
1984,El Recuerdo,4.0,0.2469879518072289,0.5120481927710844,0.1897590361445783,0.03614457831325301,0.015060240963855422,352,"'Mediterránea', 'Europea', 'Española'",0,"['Calle Comandante Zorita 4', ' 28020 Madrid España']",https://www.tripadvisor.es/Restaurant_Review-g187514-d803072-Reviews-El_Recuerdo_Restaurante-Madrid.html,332,1,0,0,0,0,0,False,True,False,1.0,1,2
1985,La Toledana,4.5,0.5,0.375,0.125,0.0,0.0,17,'Española',0,"['Calle Vistas a La Moraleja 1', ' 28034 Madrid España']",https://www.tripadvisor.es/Restaurant_Review-g187514-d988033-Reviews-La_Toledana-Madrid.html,16,1,0,0,0,0,0,False,True,False,1.0,1,2
1986,Lima Limón,4.0,0.5,0.33076923076923076,0.07692307692307693,0.05384615384615385,0.038461538461538464,136,"'Peruana', 'Latina', 'Sudamericana'",0,"['Calle Pio Baroja 7', ' 28009 Madrid España']",https://www.tripadvisor.es/Restaurant_Review-g187514-d8641714-Reviews-LIMA_LIMON-Madrid.html,130,0,0,1,0,0,0,False,True,False,0.9999999999999999,1,1
1987,Amores Perros Madrid,3.5,0.2826086956521739,0.2826086956521739,0.21739130434782608,0.13043478260869565,0.08695652173913043,47,"'Americana', 'Europea', 'Sudamericana'",0,"['Calle Fuencarral 102', ' 28004 Madrid España']",https://www.tripadvisor.es/Restaurant_Review-g187514-d13186588-Reviews-Amores_Perros_Madrid-Madrid.html,46,0,1,0,0,0,0,False,True,False,1.0,1,1
1988,Biböo,3.5,0.37037037037037035,0.2962962962962963,0.07407407407407407,0.14814814814814814,0.1111111111111111,28,,0,"['Grañón', ' 7', ' 28050 Madrid España']",https://www.tripadvisor.es/Restaurant_Review-g187514-d4149635-Reviews-Biboo-Madrid.html,27,0,0,0,0,0,0,False,False,True,1.0,2,1
1989,SaborCasero,5.0,1.0,0.0,0.0,0.0,0.0,2,'China',0,"['Calle del Alamo 5', ' 28015 Madrid España']",https://www.tripadvisor.es/Restaurant_Review-g187514-d17432229-Reviews-SaborCasero-Madrid.html,1,0,0,0,1,0,0,False,True,False,1.0,1,1
1990,Chino Dragon Inn,3.5,0.15384615384615385,0.5384615384615384,0.15384615384615385,0.15384615384615385,0.0,13,'Asiática',0,"['Calle Troya', ' 19', ' 28022 Madrid España']",https://www.tripadvisor.es/Restaurant_Review-g187514-d5614393-Reviews-Chino_Dragon_Inn-Madrid.html,13,0,0,0,0,0,0,False,True,False,1.0,1,1
1991,LaLina,4.0,0.5615763546798029,0.19704433497536947,0.09852216748768473,0.07389162561576355,0.06896551724137931,234,"'Bar', 'Mediterránea', 'Europea'",1,"['Plaza de La Cebada', ' 2 Teatro La Latina', ' 28005 Madrid España']",https://www.tripadvisor.es/Restaurant_Review-g187514-d10031149-Reviews-LaLina-Madrid.html,203,0,0,0,0,0,0,False,True,False,1.0,1,1
1992,Cafe-Bar Ensanche 71,3.0,0.23809523809523808,0.14285714285714285,0.23809523809523808,0.14285714285714285,0.23809523809523808,21,'Española',0,"['Avenida Ensanche de Vallecas 71', ' 28051 Madrid España']",https://www.tripadvisor.es/Restaurant_Review-g187514-d7279157-Reviews-Cafe_Bar_Ensanche_71-Madrid.html,21,1,0,0,0,0,0,False,True,False,1.0,1,2
1993,El 3,5.0,1.0,0.0,0.0,0.0,0.0,1,,0,"['Calle Leopoldo Alas Clarín 51', ' 28035 Madrid España']",https://www.tripadvisor.es/Restaurant_Review-g187514-d18716325-Reviews-El_3-Madrid.html,1,0,0,0,0,0,0,False,True,False,1.0,1,1
1994,SUMO Grill Francisco Silvela,4.0,0.46153846153846156,0.3076923076923077,0.15384615384615385,0.0,0.07692307692307693,17,"'China', 'Japonesa', 'Sushi'",0,"['Calle de Francisco Silvela', ' 63', ' 28028 Madrid España']",https://www.tripadvisor.es/Restaurant_Review-g187514-d23323277-Reviews-SUMO_Grill_Francisco_Silvela-Madrid.html,13,0,0,0,1,0,0,False,True,False,1.0,1,1
1995,100 Montaditos,3.5,0.34782608695652173,0.21739130434782608,0.13043478260869565,0.13043478260869565,0.17391304347826086,36,"'Comida rápida', 'Opciones vegetarianas'",0,"['Plaza Emperador Carlos V 9 Tunel de Atocha', ' 28012 Madrid España']",https://www.tripadvisor.es/Restaurant_Review-g187514-d12846131-Reviews-100_Montaditos-Madrid.html,23,0,0,0,0,0,0,True,False,False,1.0,0,0
1996,El Meson de la Cerveza,3.0,0.17857142857142858,0.21428571428571427,0.32142857142857145,0.03571428571428571,0.25,32,'Española',0,"['Calle Cuchilleros 2', ' 28005 Madrid España']",https://www.tripadvisor.es/Restaurant_Review-g187514-d3736347-Reviews-El_Meson_de_la_Cerveza-Madrid.html,28,1,0,0,0,0,0,True,False,False,1.0,0,0
1997,La Cavatina,4.0,0.4418604651162791,0.23255813953488372,0.16279069767441862,0.046511627906976744,0.11627906976744186,46,"'Mediterránea', 'Española', 'Comedor'",0,"['Calle Marques de Santillana 2', ' 28002 Madrid España']",https://www.tripadvisor.es/Restaurant_Review-g187514-d8505899-Reviews-La_Cavatina-Madrid.html,43,1,0,0,0,0,0,True,False,False,0.9999999999999999,0,0
1998,La Naya Taberna Levantina,4.0,0.5,0.2222222222222222,0.1388888888888889,0.05555555555555555,0.08333333333333333,37,"'Mediterránea', 'Europea', 'Española'",0,"['Calle de Santa Engracia 26', ' 28010 Madrid España']",https://www.tripadvisor.es/Restaurant_Review-g187514-d14193054-Reviews-La_Naya_Taberna_Levantina-Madrid.html,36,1,0,0,0,0,0,False,True,False,1.0,1,2
1999,Restaurante La Suegra,3.5,0.31343283582089554,0.2835820895522388,0.1044776119402985,0.05970149253731343,0.23880597014925373,67,"'Latina', 'Colombiana'",0,"['Calle Castrojeriz 18', ' 28025 Madrid España']",https://www.tripadvisor.es/Restaurant_Review-g187514-d12971634-Reviews-Restaurante_La_Suegra-Madrid.html,67,0,0,1,0,0,0,False,True,False,0.9999999999999999,1,1
2000,Madrid Rio Cafe Playa,2.5,0.0625,0.125,0.1875,0.125,0.5,20,,0,"['Avenue del Manzanares', ' 160', ' 28019 Madrid España']",https://www.tripadvisor.es/Restaurant_Review-g187514-d12669608-Reviews-Madrid_Rio_Cafe_Playa-Madrid.html,16,0,0,0,0,0,0,False,True,False,1.0,1,1
2001,Bowl Express Ayala,4.0,0.5,0.0,0.5,0.0,0.0,2,'China',0,"['Calle Ayala 140', ' 28006 Madrid España']",https://www.tripadvisor.es/Restaurant_Review-g187514-d11657373-Reviews-Bowl_Express-Madrid.html,2,0,0,0,1,0,0,True,False,False,1.0,0,0
2002,Ocafu Prado,4.0,0.3081395348837209,0.36046511627906974,0.1686046511627907,0.0872093023255814,0.0755813953488372,221,"'Española', 'Opciones sin gluten'",0,"['Calle del Prado 10', ' 28014 Madrid España']",https://www.tripadvisor.es/Restaurant_Review-g187514-d11775636-Reviews-Ocafu_Prado-Madrid.html,172,1,0,0,0,0,1,False,True,False,1.0,1,2
2003,Cerveceria Leonesa,4.5,0.7857142857142857,0.0,0.07142857142857142,0.0,0.14285714285714285,19,,0,"['Calle Flor Baja', ' 28013 Madrid España']",https://www.tripadvisor.es/Restaurant_Review-g187514-d23134378-Reviews-Cerveceria_Leonesa-Madrid.html,14,0,0,0,0,0,0,False,True,False,1.0,1,1
2004,Cerveceria El Puerto,3.0,0.3333333333333333,0.0,0.3333333333333333,0.16666666666666666,0.16666666666666666,12,'Española',0,"['Avenida Monforte de Lemos 109', ' 28029 Madrid España']",https://www.tripadvisor.es/Restaurant_Review-g187514-d3876852-Reviews-Cerveceria_El_Puerto-Madrid.html,12,1,0,0,0,0,0,True,False,False,0.9999999999999999,0,0
2005,Go Sushing Callao,2.0,0.0,0.1724137931034483,0.20689655172413793,0.1724137931034483,0.4482758620689655,29,"'Japonesa', 'Comida rápida', 'Sushi'",0,"['Calle Concepcion Arenal', ' 6', ' 28004 Madrid España']",https://www.tripadvisor.es/Restaurant_Review-g187514-d8686859-Reviews-Go_Sushing-Madrid.html,29,0,0,0,0,0,0,True,False,False,1.0,0,0
2006,Bombilla Gastrobar Santa Engracia,4.0,0.42857142857142855,0.14285714285714285,0.2857142857142857,0.14285714285714285,0.0,10,"'Mediterránea', 'Española'",0,"['Calle de Santa Engracia 110', ' 28003 Madrid España']",https://www.tripadvisor.es/Restaurant_Review-g187514-d23231730-Reviews-Bombilla_Gastrobar_Santa_Engracia-Madrid.html,7,1,0,0,0,0,0,False,True,False,1.0,1,2
2007,Papa John's,1.5,0.08,0.06666666666666667,0.06666666666666667,0.08,0.7066666666666667,76,"'Pizza', 'Comida rápida'",0,"['Calle Silvano', ' 92 Frente al C.C. Palacio de Hielo', ' 28043 Madrid España']",https://www.tripadvisor.es/Restaurant_Review-g187514-d11740427-Reviews-Papa_John_s_Pizza-Madrid.html,75,0,0,0,0,0,0,True,False,False,1.0,0,0
2008,Pizzeria Vivace,4.5,0.7777777777777778,0.1111111111111111,0.037037037037037035,0.07407407407407407,0.0,32,"'Italiana', 'Pizza', 'Opciones vegetarianas'",0,"['Calle Fortunata y Jacinta', ' 21', ' 28020 Madrid España']",https://www.tripadvisor.es/Restaurant_Review-g187514-d12652378-Reviews-Pizzeria_Vivace-Madrid.html,27,1,0,0,0,0,0,False,True,False,0.9999999999999999,1,2
2009,Foster's Hollywood,2.5,0.0,0.3333333333333333,0.19047619047619047,0.14285714285714285,0.3333333333333333,21,"'Americana', 'Comida rápida', 'Comedor'",0,"['C.O. Manoteras. Avenida de Manoteras', ' 40.', ' 28050 Madrid España']",https://www.tripadvisor.es/Restaurant_Review-g187514-d5776310-Reviews-Foster_s_Hollywood-Madrid.html,21,0,1,0,0,0,0,False,True,False,0.9999999999999998,1,1
2010,Cafeteria Bahia Blanca,4.5,0.8571428571428571,0.0,0.0,0.0,0.14285714285714285,7,,0,"['Calle San Ramon Nonato 4', ' 28046 Madrid España']",https://www.tripadvisor.es/Restaurant_Review-g187514-d4436471-Reviews-Cafeteria_Bahia_Blanca-Madrid.html,7,0,0,0,0,0,0,False,True,False,1.0,1,1
2011,Kotsu Kotsu ,5.0,1.0,0.0,0.0,0.0,0.0,1,,0,"['Cardenal Cisneros 1', ' 28010 Madrid España']",https://www.tripadvisor.es/Restaurant_Review-g187514-d25385078-Reviews-Kotsu_Kotsu-Madrid.html,1,0,0,0,0,0,0,False,True,False,1.0,1,1
2012,Candela,4.0,0.5428571428571428,0.2,0.17142857142857143,0.08571428571428572,0.0,38,"'Mediterránea', 'Española', 'Opciones veganas'",0,"['Calle de Tellez 22', ' 28007 Madrid España']",https://www.tripadvisor.es/Restaurant_Review-g187514-d6159077-Reviews-Candela-Madrid.html,35,1,0,0,0,0,1,False,True,False,1.0,1,2
2013,Lagarejo Bar,4.0,0.5714285714285714,0.14285714285714285,0.21428571428571427,0.0,0.07142857142857142,15,"'Mediterránea', 'Española'",0,"['Calle de Pedro Muguruza 3', ' 28036 Madrid España']",https://www.tripadvisor.es/Restaurant_Review-g187514-d8731061-Reviews-Lagarejo_Bar-Madrid.html,14,1,0,0,0,0,0,False,True,False,0.9999999999999999,1,2
2014,Empanadas Malvón,5.0,1.0,0.0,0.0,0.0,0.0,52,'Sudamericana',0,"['Calle Zurbano 56', ' 28010 Madrid España']",https://www.tripadvisor.es/Restaurant_Review-g187514-d23446189-Reviews-Empanadas_Malvon-Madrid.html,44,0,0,0,0,0,0,False,True,False,1.0,1,1
2015,Maruzzella,4.5,0.7052238805970149,0.17039800995024876,0.06965174129353234,0.03482587064676617,0.01990049751243781,892,"'Italiana', 'Pizza', 'Napolitana'",1,"['Raimundo Fernandez Villaverde', ' 28', ' 28003 Madrid España']",https://www.tripadvisor.es/Restaurant_Review-g187514-d1059471-Reviews-Maruzzella-Madrid.html,804,1,0,0,0,0,0,False,True,False,1.0,1,2
2016,Bar Marabú,5.0,0.7741935483870968,0.16129032258064516,0.0,0.0,0.06451612903225806,54,"'Bar', 'Contemporánea', 'Pub'",0,"['Calle Divino Pastor 14', ' 28004 Madrid España']",https://www.tripadvisor.es/Restaurant_Review-g187514-d12961959-Reviews-Marabu_Bar-Madrid.html,31,0,0,0,0,0,0,False,True,False,1.0,1,1
2017,Josepan,2.5,0.23809523809523808,0.047619047619047616,0.09523809523809523,0.14285714285714285,0.47619047619047616,21,"'Café', 'Sudamericana', 'Colombiana'",0,"['Calle de la Vía 18', ' 28019 Madrid España']",https://www.tripadvisor.es/Restaurant_Review-g187514-d19974960-Reviews-Josepan-Madrid.html,21,0,0,1,0,0,0,True,False,False,0.9999999999999999,0,0
2018,El Cortijo Extremeño,3.5,0.21818181818181817,0.3090909090909091,0.18181818181818182,0.10909090909090909,0.18181818181818182,56,'Española',0,"['Avenida de America 27', ' 28002 Madrid España']",https://www.tripadvisor.es/Restaurant_Review-g187514-d4745805-Reviews-El_Cortijo_Extremeno-Madrid.html,55,1,0,0,0,0,0,False,True,False,1.0,1,2
2019,Embassy,3.0,0.2702702702702703,0.13513513513513514,0.24324324324324326,0.13513513513513514,0.21621621621621623,37,"'Internacional', 'Española'",0,"['Calle Blanca de Castilla 5', ' 28023 Madrid España']",https://www.tripadvisor.es/Restaurant_Review-g187514-d3853544-Reviews-Embassy-Madrid.html,37,1,0,0,0,0,1,False,True,False,1.0,1,2
2020,El Gran Barril,3.5,0.29411764705882354,0.3458823529411765,0.14588235294117646,0.08235294117647059,0.13176470588235295,477,"'Marisco', 'Mediterránea', 'Europea'",0,"['Calle Goya 107', ' 28009 Madrid España']",https://www.tripadvisor.es/Restaurant_Review-g187514-d5493060-Reviews-El_Gran_Barril-Madrid.html,425,0,0,0,0,0,0,False,False,True,1.0,2,1
2021,Tako Away Cruz,3.5,0.375,0.25,0.0,0.125,0.25,11,"'Comida rápida', 'Española'",0,"['Calle Cruz 37', ' Madrid España']",https://www.tripadvisor.es/Restaurant_Review-g187514-d13200128-Reviews-Tako_Away_Cruz-Madrid.html,8,1,0,0,0,0,0,False,True,False,1.0,1,2
2022,Meson Oro y Plata,1.5,0.043478260869565216,0.03260869565217391,0.05434782608695652,0.05434782608695652,0.8152173913043478,101,"'Bar', 'Española', 'Pub'",0,"['Glorieta Bilbao 3 Glorieta de Bilbao 3', ' 28004 Madrid España']",https://www.tripadvisor.es/Restaurant_Review-g187514-d3682984-Reviews-Meson_Oro_y_Plata-Madrid.html,92,1,0,0,0,0,0,False,True,False,1.0,1,2
2023,Pizza Jardin,3.0,0.18518518518518517,0.24691358024691357,0.18518518518518517,0.1728395061728395,0.20987654320987653,92,"'Italiana', 'Pizza', 'Opciones vegetarianas'",0,"['Calle Cardenal Marcelo Spinola 8.', ' 28016 Madrid España']",https://www.tripadvisor.es/Restaurant_Review-g187514-d717370-Reviews-Pizza_Jardin-Madrid.html,81,1,0,0,0,0,0,False,True,False,1.0,1,2
2024,Viaperu,4.0,0.29411764705882354,0.35294117647058826,0.29411764705882354,0.0,0.058823529411764705,17,"'Peruana', 'Latina', 'Española'",0,"['Calle del Príncipe de Vergara', ' 289 Nos ubicamos entre la Plaza Republica Dominicana y la Plaza del Perú', ' 28016 Madrid España']",https://www.tripadvisor.es/Restaurant_Review-g187514-d17219671-Reviews-Viaperu-Madrid.html,17,1,0,1,0,0,0,False,True,False,1.0,1,2
2025,Kilómetros de Pizza,3.5,0.2778402699662542,0.31158605174353204,0.2092238470191226,0.08998875140607424,0.11136107986501688,921,"'Italiana', 'Pizza', 'Mediterránea'",0,"['Avenida de Brasil 6', ' 28020 Madrid España']",https://www.tripadvisor.es/Restaurant_Review-g187514-d4786696-Reviews-Kilometros_de_Pizza_Av_Brasil-Madrid.html,889,1,0,0,0,0,0,False,True,False,1.0,1,2
2026,Tei,3.0,0.18181818181818182,0.2727272727272727,0.22727272727272727,0.18181818181818182,0.13636363636363635,46,"'China', 'Japonesa', 'Asiática'",0,"['Calle Ayala 64 Ofrecemos Parking Gratuito Para Nuestros Comensales', ' 28001 Madrid España']",https://www.tripadvisor.es/Restaurant_Review-g187514-d990703-Reviews-Tei-Madrid.html,44,0,0,0,1,0,0,True,False,False,0.9999999999999999,0,0
2027,East 47,4.5,0.5192307692307693,0.3516483516483517,0.08241758241758242,0.02197802197802198,0.024725274725274724,465,"'Bar', 'Mediterránea', 'Española'",0,"['Plaza Cortes 10', ' 28014 Madrid España']",https://www.tripadvisor.es/Restaurant_Review-g187514-d991850-Reviews-East_47-Madrid.html,364,1,0,0,0,0,0,False,True,False,1.0,1,2
2028,Goiko - Conde de Peñalver,4.0,0.3968503937007874,0.2929133858267717,0.11653543307086614,0.07401574803149606,0.11968503937007874,652,"'Americana', 'Barbacoa'",0,"['Calle Conde de Penalver', ' 41', ' 28006 Madrid España']",https://www.tripadvisor.es/Restaurant_Review-g187514-d6765041-Reviews-Goiko_Conde_de_Penalver-Madrid.html,635,0,1,0,0,0,0,False,True,False,1.0,1,1
2029,La Taberna de Pedro,4.0,0.4305555555555556,0.4027777777777778,0.1111111111111111,0.013888888888888888,0.041666666666666664,92,"'Mediterránea', 'Europea', 'Española'",0,"['Calle de Montalbán', ' 3', ' 28014 Madrid España']",https://www.tripadvisor.es/Restaurant_Review-g187514-d10799429-Reviews-La_Taberna_de_Pedro-Madrid.html,72,1,0,0,0,0,0,False,True,False,0.9999999999999999,1,2
2030,Craft Against the Machine,4.5,0.5384615384615384,0.23076923076923078,0.15384615384615385,0.038461538461538464,0.038461538461538464,38,"'Bar', 'Pub', 'Opciones vegetarianas'",0,"['Calle Embajadores 31', ' 28012 Madrid España']",https://www.tripadvisor.es/Restaurant_Review-g187514-d12717294-Reviews-Craft_Against_the_Machine-Madrid.html,26,0,0,0,0,0,0,False,True,False,0.9999999999999999,1,1
2031,Honest Greens Caleido,4.5,0.0,1.0,0.0,0.0,0.0,2,,0,"['Paseo de la Castellana', ' 259 E- L511', ' 28046 Madrid España']",https://www.tripadvisor.es/Restaurant_Review-g187514-d25018597-Reviews-Honest_Greens_Caleido-Madrid.html,1,0,0,0,0,0,0,False,True,False,1.0,1,1
2032,Lizarran Narváez,3.5,0.14285714285714285,0.2857142857142857,0.42857142857142855,0.0,0.14285714285714285,7,,0,"['Narváez 74', ' 28009 Madrid España']",https://www.tripadvisor.es/Restaurant_Review-g187514-d20993852-Reviews-Lizarran-Madrid.html,7,0,0,0,0,0,0,True,False,False,1.0,0,0
2033,VIPS,5.0,1.0,0.0,0.0,0.0,0.0,2,,0,"['Calle del Monasterio de Arlanza', ' 20', ' 28034 Madrid España']",https://www.tripadvisor.es/Restaurant_Review-g187514-d19094080-Reviews-VIPS_Montecarmelo-Madrid.html,2,0,0,0,0,0,0,False,True,False,1.0,1,1
2034,Aliter Dulcia Madrid,4.5,0.7777777777777778,0.1111111111111111,0.1111111111111111,0.0,0.0,9,,0,"['Calle De Barbieri 25', ' 28004 Madrid España']",https://www.tripadvisor.es/Restaurant_Review-g187514-d21508814-Reviews-Aliter_Dulcia_Madrid-Madrid.html,9,0,0,0,0,0,0,False,True,False,1.0,1,1
2035,Woody Burger & Lobster,2.0,0.0,0.1111111111111111,0.1111111111111111,0.2222222222222222,0.5555555555555556,9,"'Americana', 'Marisco'",0,"['Calle Alvarez Gato 4', ' 28012 Madrid España']",https://www.tripadvisor.es/Restaurant_Review-g187514-d7835670-Reviews-Woody_Burger_Lobster-Madrid.html,9,0,1,0,0,0,0,False,True,False,1.0,1,1
2036,Fosters Hollywood Cc La Gavia,3.0,0.0,0.0,1.0,0.0,0.0,1,,0,"['Calle de Adolfo Bioy Casares 2 C.c La Gavia', ' 28051 Madrid España']",https://www.tripadvisor.es/Restaurant_Review-g187514-d23264775-Reviews-Fosters_Hollywood_Cc_La_Gavia-Madrid.html,1,0,0,0,0,0,0,False,True,False,1.0,1,1
